Date,Open,High,Low,Close,Volume
2025-06-02,157.25,158.75,156.75,158.00,30000000
2025-06-03,157.75,158.25,156.50,157.00,24000000
2025-06-04,156.75,158.00,156.00,157.50,26000000
2025-06-05,157.25,158.75,156.75,158.00,30000000
2025-06-06,157.75,158.25,156.50,157.00,28000000
2025-06-07,156.75,158.00,156.00,157.50,27000000
2025-06-08,157.25,158.75,156.75,158.00,30000000
2025-06-09,157.75,158.25,156.50,157.00,24000000
2025-06-10,156.75,158.00,156.00,157.50,26000000
2025-06-11,157.25,158.75,156.75,158.00,30000000
2025-06-12,157.75,158.25,156.50,157.00,28000000
2025-06-13,156.75,158.00,156.00,157.50,27000000
2025-06-14,157.25,158.75,156.75,158.00,30000000
2025-06-15,157.75,158.25,156.50,157.00,24000000
2025-06-16,156.75,158.00,156.00,157.50,26000000
2025-06-17,157.25,158.75,156.75,158.00,30000000
2025-06-18,157.75,158.25,156.50,157.00,28000000
2025-06-19,156.75,158.00,156.00,157.50,27000000
2025-06-20,157.25,158.75,156.75,158.00,30000000
2025-06-21,157.75,158.25,156.50,157.00,24000000
2025-06-22,156.75,158.00,156.00,157.50,26000000
2025-06-23,157.25,158.75,156.75,158.00,30000000
2025-06-24,157.75,158.25,156.50,157.00,28000000
2025-06-25,156.75,158.00,156.00,157.50,27000000
2025-06-26,157.25,158.75,156.75,158.00,30000000
2025-06-27,157.75,158.25,156.50,157.00,24000000
2025-06-28,156.75,158.00,156.00,157.50,26000000
2025-06-29,157.25,158.75,156.75,158.00,30000000
2025-06-30,157.75,158.25,156.50,157.00,28000000
